Gene stable ID	Mouse gene stable ID	Mouse gene name	Gene name	Mouse orthology confidence [0 low, 1 high]	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene
ENSG00000151092	ENSMUSG00000021785	Ngly1	NGLY1	1	84.5566	84.9462
ENSG00000140262	ENSMUSG00000032228	Tcf12	TCF12	1	95.3258	95.3258
ENSG00000182551	ENSMUSG00000020629	Adi1	ADI1	1	84.3575	84.3575
ENSG00000185236	ENSMUSG00000077450	Rab11b	RAB11B	1	99.0826	99.0826
ENSG00000160868	ENSMUSG00000038656	Cyp3a16	CYP3A4	0	70.3777	70.2381
ENSG00000160868	ENSMUSG00000070419	Cyp3a57	CYP3A4	0	68.3897	68.3897
ENSG00000160868	ENSMUSG00000029630	Cyp3a25	CYP3A4	0	71.173	71.173
ENSG00000160868	ENSMUSG00000029727	Cyp3a13	CYP3A4	1	75.3479	75.3479
ENSG00000160868	ENSMUSG00000075552	Cyp3a41b	CYP3A4	0	71.3718	71.2302
ENSG00000160868	ENSMUSG00000061292	Cyp3a59	CYP3A4	0	68.7873	68.7873
ENSG00000160868	ENSMUSG00000054417	Cyp3a44	CYP3A4	0	69.5825	69.4444
ENSG00000160868	ENSMUSG00000056035	Cyp3a11	CYP3A4	0	72.7634	72.619
ENSG00000160868	ENSMUSG00000075551	Cyp3a41a	CYP3A4	0	71.3718	71.2302
ENSG00000144821	ENSMUSG00000092009	Myh15	MYH15	1	74.8715	75.6883
ENSG00000186119	ENSMUSG00000075142	Olfr74	OR5D18	1	75.7188	74.5283
ENSG00000186119	ENSMUSG00000045150	Olfr1161	OR5D18	1	74.7604	72.8972
ENSG00000186119	ENSMUSG00000075140	Olfr73	OR5D18	0	82.1086	82.1086
ENSG00000174446	ENSMUSG00000032398	Snapc5	SNAPC5	1	80.6122	77.451
ENSG00000168476	ENSMUSG00000033589	Reep4	REEP4	1	88.3269	88.3269
ENSG00000129951	ENSMUSG00000035835	Plppr3	PLPPR3	1	85.2547	88.8268
ENSG00000198218	ENSMUSG00000006673	Qrich1	QRICH1	1	99.3557	99.2278
ENSG00000196453	ENSMUSG00000071477	Zfp777	ZNF777	1	91.9374	86.3277
ENSG00000134490	ENSMUSG00000049411	Tmem241	TMEM241	1	81.4189	81.1448
ENSG00000070669	ENSMUSG00000029752	Asns	ASNS	1	93.9394	93.9394
ENSG00000214694	ENSMUSG00000054901	Arhgef33	ARHGEF33	1	87.4713	89.5294
ENSG00000148688	ENSMUSG00000024800	Rpp30	RPP30	1	74.2236	89.1791
ENSG00000172809	ENSMUSG00000057322	Rpl38	RPL38	1	98.5714	98.5714
ENSG00000171735	ENSMUSG00000014592	Camta1	CAMTA1	1	94.0825	93.5791
ENSG00000135899	ENSMUSG00000094799	AC125149.4	SP110	0	10.5189	61.9835
ENSG00000135899	ENSMUSG00000095092	AC125149.5	SP110	0	10.3787	61.157
ENSG00000135899	ENSMUSG00000070034	Sp110	SP110	0	26.7882	42.9213
ENSG00000135899	ENSMUSG00000079808	AC168977.1	SP110	0	28.6115	45.7399
ENSG00000135899	ENSMUSG00000094874	AC132444.3	SP110	0	10.3787	61.157
ENSG00000135899	ENSMUSG00000095250	AC133103.4	SP110	0	10.3787	61.157
ENSG00000135899	ENSMUSG00000095672	AC133103.5	SP110	0	10.5189	61.9835
ENSG00000115307	ENSMUSG00000068328	Aup1	AUP1	1	90	84.0547
ENSG00000181619	ENSMUSG00000043398	Gpr135	GPR135	1	71.8624	77.6805
ENSG00000158458	ENSMUSG00000060275	Nrg2	NRG2	1	90.5882	89.8483
ENSG00000180332	ENSMUSG00000046523	Kctd4	KCTD4	1	97.2973	97.2973
ENSG00000167244	ENSMUSG00000048583	Igf2	IGF2	1	65.2542	80.6283
ENSG00000188687	ENSMUSG00000068323	Slc4a5	SLC4A5	1	81.9701	93.1069
ENSG00000157322	ENSMUSG00000033633	Clec18a	CLEC18A	1	74.8879	62.5468
ENSG00000100360	ENSMUSG00000016637	Ift27	IFT27	1	83.3333	83.3333
ENSG00000280094	ENSMUSG00000075377	Olfr362	OR1B1	1	86.478	86.7508
ENSG00000141568	ENSMUSG00000039275	Foxk2	FOXK2	1	93.0303	94.3164
ENSG00000115944	ENSMUSG00000024248	Cox7a2l	COX7A2L	1	87.7193	74.6269
ENSG00000160299	ENSMUSG00000001151	Pcnt	PCNT	1	53.4772	61.1797
ENSG00000145901	ENSMUSG00000020400	Tnip1	TNIP1	1	82.7044	81.2983
ENSG00000069956	ENSMUSG00000042688	Mapk6	MAPK6	1	94.7295	94.8611
ENSG00000146221	ENSMUSG00000023949	Tcte1	TCTE1	1	77.2455	77.7108
ENSG00000172830	ENSMUSG00000034616	Ssh3	SSH3	1	79.5144	80.7396
ENSG00000076003	ENSMUSG00000026355	Mcm6	MCM6	1	95.8587	95.8587
ENSG00000128294	ENSMUSG00000029344	Tpst2	TPST2	1	93.6339	90.5128
ENSG00000197024	ENSMUSG00000062519	Zfp398	ZNF398	1	91.433	91.2908
ENSG00000109943	ENSMUSG00000032021	Crtam	CRTAM	1	71.5013	71.5013
ENSG00000186567	ENSMUSG00000049848	Ceacam19	CEACAM19	1	60	66.4207
ENSG00000186994	ENSMUSG00000042099	Kank3	KANK3	1	75.3959	78.2554
ENSG00000185942	ENSMUSG00000055761	Nkain3	NKAIN3	1	88.3249	96.1326
ENSG00000115297	ENSMUSG00000068327	Tlx2	TLX2	1	92.9577	92.9577
ENSG00000163956	ENSMUSG00000029103	Lrpap1	LRPAP1	1	75.07	74.4444
ENSG00000101298	ENSMUSG00000027457	Snph	SNPH	1	83.4573	85.0379
ENSG00000005893	ENSMUSG00000016534	Lamp2	LAMP2	1	66.18	65.3846
ENSG00000167653	ENSMUSG00000022598	Psca	PSCA	1	60.5263	56.0976
ENSG00000206530	ENSMUSG00000071550	Cfap44	CFAP44	1	76.0518	76.5057
ENSG00000111652	ENSMUSG00000030127	Cops7a	COPS7A	1	94.5455	93.8628
ENSG00000101049	ENSMUSG00000017868	Sgk2	SGK2	1	80.7962	94.0054
ENSG00000233436	ENSMUSG00000086598	Btbd18	BTBD18	1	76.4045	75.2421
ENSG00000170786	ENSMUSG00000028236	Sdr16c5	SDR16C5	1	72.0126	74.11
ENSG00000156515	ENSMUSG00000037012	Hk1	HK1	1	91.2052	88.8889
ENSG00000095574	ENSMUSG00000040167	Ikzf5	IKZF5	1	96.8974	96.8974
ENSG00000217128	ENSMUSG00000035992	Fnip1	FNIP1	1	91.3379	91.4163
ENSG00000185414	ENSMUSG00000026087	Mrpl30	MRPL30	1	82.6087	83.125
ENSG00000167601	ENSMUSG00000002602	Axl	AXL	1	87.5839	88.1757
ENSG00000147883	ENSMUSG00000073802	Cdkn2b	CDKN2B	1	81.8841	86.9231
ENSG00000196998	ENSMUSG00000039382	Wdr45	WDR45	1	97.5069	97.7778
ENSG00000196998	ENSMUSG00000109493	Gm45208	WDR45	0	49.5845	61.3014
ENSG00000166159	ENSMUSG00000055003	Lrtm2	LRTM2	1	92.1622	92.1622
ENSG00000177706	ENSMUSG00000025854	Fam20c	FAM20C	1	85.1027	85.8377
ENSG00000105656	ENSMUSG00000070002	Ell	ELL	1	81.3204	83.887
ENSG00000182010	ENSMUSG00000037846	Rtkn2	RTKN2	1	70.7718	71.5947
ENSG00000109689	ENSMUSG00000039156	Stim2	STIM2	1	92.4403	93.4316
ENSG00000169189	ENSMUSG00000030750	Nsmce1	NSMCE1	1	89.4737	85
ENSG00000128274	ENSMUSG00000047878	A4galt	A4GALT	1	76.4873	75.2089
ENSG00000160908	ENSMUSG00000029627	Zkscan14	ZNF394	1	60.2496	64.8752
ENSG00000140795	ENSMUSG00000031698	Mylk3	MYLK3	1	68.4982	70.566
ENSG00000179918	ENSMUSG00000049091	Sephs2	SEPHS2	1	88.8393	88.0531
ENSG00000164346	ENSMUSG00000060739	Nsa2	NSA2	1	98.8462	98.8462
ENSG00000188549	ENSMUSG00000045838	A430105I19Rik	CCDC9B	1	61.0487	59.8165
ENSG00000102245	ENSMUSG00000031132	Cd40lg	CD40LG	1	77.3946	77.6923
ENSG00000256235	ENSMUSG00000038059	Smim3	SMIM3	1	81.6667	81.6667
ENSG00000139151	ENSMUSG00000030230	Plcz1	PLCZ1	1	75	70.4791
ENSG00000237441	ENSMUSG00000041354	Rgl2	RGL2	1	89.9614	89.8458
ENSG00000258466	ENSMUSG00000021124	Vti1b	AL049779.1	0	46.1538	18.1034
ENSG00000163017	ENSMUSG00000059430	Actg2	ACTG2	1	100	100
ENSG00000204220	ENSMUSG00000024309	Pfdn6	PFDN6	1	98.4496	100
ENSG00000129353	ENSMUSG00000057193	Slc44a2	SLC44A2	1	90.9348	90.9348
ENSG00000130349	ENSMUSG00000019797	1700021F05Rik	C6orf203	1	77.1429	78.75
ENSG00000011009	ENSMUSG00000028670	Lypla2	LYPLA2	1	99.1342	99.1342
ENSG00000081913	ENSMUSG00000044340	Phlpp1	PHLPP1	1	79.9651	81.3871
ENSG00000168828	ENSMUSG00000046450	Olfr71	OR13J1	1	82.0513	82.0513
ENSG00000168036	ENSMUSG00000006932	Ctnnb1	CTNNB1	1	99.872	99.872
ENSG00000133874	ENSMUSG00000039328	Rnf122	RNF122	1	96.129	96.7533
ENSG00000198910	ENSMUSG00000031391	L1cam	L1CAM	1	88.5442	88.4035
ENSG00000259384	ENSMUSG00000020713	Gh	GH1	1	64.0553	64.3519
ENSG00000130382	ENSMUSG00000024212	Mllt1	MLLT1	1	86.4043	88.2998
ENSG00000108551	ENSMUSG00000049892	Rasd1	RASD1	1	97.5089	97.8571
ENSG00000184350	ENSMUSG00000048965	Mrgpre	MRGPRE	1	73.3974	73.871
ENSG00000164707	ENSMUSG00000029843	Slc13a4	SLC13A4	1	88.8179	88.96
ENSG00000189152	ENSMUSG00000004837	Grap	GRAPL	0	89.8305	48.8479
ENSG00000185420	ENSMUSG00000055067	Smyd3	SMYD3	1	93.9252	93.9252
ENSG00000172819	ENSMUSG00000001288	Rarg	RARG	1	98.2379	97.3799
ENSG00000185863	ENSMUSG00000026963	Tmem210	TMEM210	1	66.6667	66.6667
ENSG00000267545	ENSMUSG00000057667	Bloc1s3	AC005779.2	0	92.5926	12.8205
ENSG00000182077	ENSMUSG00000039198	Ptchd3	PTCHD3	1	62.5815	52.9801
ENSG00000162300	ENSMUSG00000024792	Zfpl1	ZFPL1	1	92.2581	92.2581
ENSG00000142252	ENSMUSG00000044709	Gemin7	GEMIN7	1	80.916	82.1705
ENSG00000132879	ENSMUSG00000029001	Fbxo44	FBXO44	1	50.7812	50.9804
ENSG00000147799	ENSMUSG00000033697	Arhgap39	ARHGAP39	1	88.9587	89.3598
ENSG00000001631	ENSMUSG00000000600	Krit1	KRIT1	1	94.5652	94.5652
ENSG00000187980	ENSMUSG00000028750	Pla2g2c	PLA2G2C	1	63.3333	63.3333
ENSG00000143184	ENSMUSG00000026573	Xcl1	XCL1	1	60.5263	60.5263
ENSG00000166444	ENSMUSG00000031024	St5	ST5	1	93.0519	93.2981
ENSG00000166436	ENSMUSG00000031026	Trim66	TRIM66	1	81.1063	84.003
ENSG00000106268	ENSMUSG00000036639	Nudt1	NUDT1	1	72.067	82.6923
ENSG00000109475	ENSMUSG00000062006	Rpl34	RPL34	1	99.1453	99.1453
ENSG00000163362	ENSMUSG00000041605	5730559C18Rik	INAVA	1	87.5433	74.7415
ENSG00000156671	ENSMUSG00000021770	Samd8	SAMD8	1	95.6627	83.0544
ENSG00000166323	ENSMUSG00000005131	4930550C14Rik	C11orf65	1	69.6486	69.2064
ENSG00000143190	ENSMUSG00000026565	Pou2f1	POU2F1	1	93.8642	90.6684
ENSG00000138674	ENSMUSG00000035325	Sec31a	SEC31A	1	91.3115	90.5691
ENSG00000198874	ENSMUSG00000056310	Tyw1	TYW1	1	79.918	81.1373
ENSG00000071051	ENSMUSG00000066877	Nck2	NCK2	1	96.0526	96.0526
ENSG00000100764	ENSMUSG00000021178	Psmc1	PSMC1	1	100	100
ENSG00000180287	ENSMUSG00000055214	Pld5	PLD5	1	94.2164	94.2164
ENSG00000173641	ENSMUSG00000006221	Hspb7	HSPB7	1	94.7059	95.2663
ENSG00000144843	ENSMUSG00000002844	Adprh	ADPRH	1	82.0728	80.9392
ENSG00000103226	ENSMUSG00000030835	Nomo1	NOMO3	1	91.9804	92.5865
ENSG00000164284	ENSMUSG00000024580	Grpel2	GRPEL2	1	84.8889	85.2679
ENSG00000185630	ENSMUSG00000052534	Pbx1	PBX1	1	100	100
ENSG00000090402	ENSMUSG00000027790	Sis	SI	1	77.7778	78.1628
ENSG00000163501	ENSMUSG00000006538	Ihh	IHH	1	95.1338	95.1338
ENSG00000119912	ENSMUSG00000056999	Ide	IDE	1	92.8361	95.846
ENSG00000205090	ENSMUSG00000084845	Tmem240	TMEM240	1	97.6879	97.6879
ENSG00000163389	ENSMUSG00000034064	Poglut1	POGLUT1	1	89.5408	89.5408
ENSG00000130313	ENSMUSG00000031807	Pgls	PGLS	1	88.7597	89.1051
ENSG00000109906	ENSMUSG00000066687	Zbtb16	ZBTB16	1	96.7311	96.7311
ENSG00000221938	ENSMUSG00000094200	Olfr237-ps1	OR2A14	1	82.2581	82.2581
ENSG00000221938	ENSMUSG00000073110	Olfr444	OR2A14	0	78.7097	78.7097
ENSG00000221938	ENSMUSG00000094669	Olfr441	OR2A14	0	79.0323	79.0323
ENSG00000221989	ENSMUSG00000071481	Olfr437	OR2A2	0	72.6415	74.5161
ENSG00000197616	ENSMUSG00000040752	Myh6	MYH6	1	96.9572	97.0072
ENSG00000221933	ENSMUSG00000045708	Olfr447	OR2A25	1	81.9355	81.9355
ENSG00000143995	ENSMUSG00000020160	Meis1	MEIS1	1	96.6667	81.0753
ENSG00000198890	ENSMUSG00000049300	Prmt6	PRMT6	1	92	91.2698
ENSG00000186063	ENSMUSG00000042901	Aida	AIDA	1	97.0588	97.3771
ENSG00000176978	ENSMUSG00000026958	Dpp7	DPP7	1	77.8455	75.6917
ENSG00000196455	ENSMUSG00000032571	Pik3r4	PIK3R4	1	95.8763	95.8763
ENSG00000125170	ENSMUSG00000040631	Dok4	DOK4	1	87.6712	98.4615
ENSG00000149380	ENSMUSG00000051048	P4ha3	P4HA3	1	72.351	80.6273
ENSG00000104356	ENSMUSG00000022325	Pop1	POP1	1	77.3438	75.7895
ENSG00000177558	ENSMUSG00000046826	Fam187b	FAM187B	0	46.6125	48.0447
ENSG00000141959	ENSMUSG00000020277	Pfkl	PFKL	1	94.2308	94.2308
ENSG00000114529	ENSMUSG00000033187	BC016579	C3orf52	0	36.8	42.2018
ENSG00000090512	ENSMUSG00000022871	Fetub	FETUB	1	63.089	62.1134
ENSG00000072501	ENSMUSG00000041133	Smc1a	SMC1A	1	99.8378	99.8378
ENSG00000184647	ENSMUSG00000034623	Prss55	PRSS55	1	53.6932	58.8785
ENSG00000283980	ENSMUSG00000095845	Gm5741	GNG14	1	53.271	79.1667
ENSG00000196535	ENSMUSG00000000631	Myo18a	MYO18A	1	93.7683	92.4628
ENSG00000130818	ENSMUSG00000059475	Zfp426	ZNF426	1	62.2744	62.7273
ENSG00000203747	ENSMUSG00000059089	Fcgr4	FCGR3A	1	53.1034	61.8474
ENSG00000145685	ENSMUSG00000045312	Lhfpl2	LHFPL2	1	83.7719	86.036
ENSG00000174500	ENSMUSG00000022659	Gcsam	GCSAM	1	55.5556	55.2486
ENSG00000102359	ENSMUSG00000031253	Srpx2	SRPX2	1	93.7634	93.1624
ENSG00000146233	ENSMUSG00000023963	Cyp39a1	CYP39A1	1	75.2665	75.1064
ENSG00000215817	ENSMUSG00000102976	Zc3h11a	ZC3H11B	0	74.4099	75.6313
ENSG00000215817	ENSMUSG00000116275	Zc3h11a	ZC3H11B	0	74.4099	75.6313
ENSG00000081041	ENSMUSG00000029379	Cxcl3	CXCL2	0	53.271	57
ENSG00000081041	ENSMUSG00000058427	Cxcl2	CXCL2	0	57.0093	61
ENSG00000081041	ENSMUSG00000029380	Cxcl1	CXCL2	1	58.8785	65.625
ENSG00000034510	ENSMUSG00000079523	Tmsb10	TMSB10	1	100	100
ENSG00000034510	ENSMUSG00000091955	Gm9844	TMSB10	0	100	100
ENSG00000211970	ENSMUSG00000103939	Ighv3-4	IGHV4-61	0	61.8644	62.3932
ENSG00000211970	ENSMUSG00000076676	Ighv12-3	IGHV4-61	0	61.0169	61.5385
ENSG00000211970	ENSMUSG00000076670	Ighv3-5	IGHV4-61	0	64.4068	64.9573
ENSG00000211970	ENSMUSG00000094029	Ighv3-3	IGHV4-61	0	66.9492	68.1034
ENSG00000211970	ENSMUSG00000076672	Ighv3-6	IGHV4-61	0	67.7966	68.9655
ENSG00000211970	ENSMUSG00000076674	Ighv3-8	IGHV4-61	0	64.4068	58.0153
ENSG00000211970	ENSMUSG00000093838	Ighv3-1	IGHV4-61	0	66.9492	68.1034
ENSG00000130413	ENSMUSG00000031027	Stk33	STK33	1	67.5097	70.6721
ENSG00000153789	ENSMUSG00000042269	Fam92b	FAM92B	1	67.7632	70.5479
ENSG00000058866	ENSMUSG00000022861	Dgkg	DGKG	1	89.6334	89.9746
ENSG00000244734	ENSMUSG00000073940	Hbb-bt	HBB	1	80.2721	80.2721
ENSG00000244734	ENSMUSG00000052305	Hbb-bs	HBB	1	80.2721	80.2721
ENSG00000065526	ENSMUSG00000040761	Spen	SPEN	1	80.9771	81.4439
ENSG00000233954	ENSMUSG00000063882	Uqcrh	UQCRHL	0	84.6154	86.5169
ENSG00000197223	ENSMUSG00000000581	C1d	C1D	1	90.0709	90.0709
ENSG00000278195	ENSMUSG00000044933	Sstr3	SSTR3	1	85.1675	83.1776
ENSG00000125648	ENSMUSG00000046329	Slc25a23	SLC25A23	1	93.5897	93.7902
ENSG00000102125	ENSMUSG00000009995	Taz	TAZ	1	86.9863	96.5779
ENSG00000164199	ENSMUSG00000069170	Adgrv1	ADGRV1	1	80.4472	80.5494
ENSG00000169495	ENSMUSG00000037406	Htra4	HTRA4	1	66.8067	65.8385
ENSG00000170262	ENSMUSG00000039956	Mrap	MRAP	0	48.8372	66.1417
ENSG00000116668	ENSMUSG00000052748	Swt1	SWT1	1	70.2222	69.6803
ENSG00000261739	ENSMUSG00000002546	Golga2	GOLGA8S	0	42.24	25.731
ENSG00000121481	ENSMUSG00000026484	Rnf2	RNF2	1	99.7024	99.7024
ENSG00000064933	ENSMUSG00000026098	Pms1	PMS1	1	72.3176	73.5005
ENSG00000261341	ENSMUSG00000087376	Gm15517	AC010325.1	1	58.3333	75
ENSG00000171944	ENSMUSG00000058662	Olfr69	OR52A5	1	80.6962	80.6962
ENSG00000171944	ENSMUSG00000061626	Olfr68	OR52A5	0	81.0127	81.2698
ENSG00000183690	ENSMUSG00000025038	Efhc2	EFHC2	1	74.2323	74.1333
ENSG00000117724	ENSMUSG00000026605	Cenpf	CENPF	1	64.0655	66.5666
ENSG00000149196	ENSMUSG00000062797	Hikeshi	HIKESHI	1	96.9543	96.9543
ENSG00000163914	ENSMUSG00000030324	Rho	RHO	1	94.8276	94.8276
ENSG00000143344	ENSMUSG00000026482	Rgl1	RGL1	1	90.2864	94.401
ENSG00000100802	ENSMUSG00000022179	4931414P19Rik	C14orf93	1	86.9888	86.5065
ENSG00000150361	ENSMUSG00000022076	Klhl1	KLHL1	1	95.3209	94.9401
ENSG00000157064	ENSMUSG00000042751	Nmnat2	NMNAT2	1	98.6971	98.6971
ENSG00000167978	ENSMUSG00000039218	Srrm2	SRRM2	1	82.6672	87.2651
ENSG00000013375	ENSMUSG00000056131	Pgm3	PGM3	1	82.9825	87.2694
ENSG00000135929	ENSMUSG00000026170	Cyp27a1	CYP27A1	1	72.1281	71.8574
ENSG00000108306	ENSMUSG00000020883	Fbxl20	FBXL20	1	99.7706	99.7706
ENSG00000235034	ENSMUSG00000008028	1700008O03Rik	C19orf81	1	78.2828	79.0816
ENSG00000189221	ENSMUSG00000025037	Maoa	MAOA	1	87.4763	87.6426
ENSG00000110025	ENSMUSG00000024787	Snx15	SNX15	1	85.6725	86.9436
ENSG00000112837	ENSMUSG00000032419	Tbx18	TBX18	1	94.3987	93.4747
ENSG00000170579	ENSMUSG00000003279	Dlgap1	DLGAP1	1	96.0082	94.5564
ENSG00000172468	ENSMUSG00000045336	Hsfy2	HSFY1	0	43.3915	44.3878
ENSG00000185565	ENSMUSG00000061080	Lsamp	LSAMP	1	91.716	90.9091
ENSG00000166135	ENSMUSG00000036450	Hif1an	HIF1AN	1	97.1347	97.1347
ENSG00000149646	ENSMUSG00000038085	Cnbd2	CNBD2	1	64.3357	54.6805
ENSG00000128886	ENSMUSG00000027246	Ell3	ELL3	1	76.3224	76.7089
ENSG00000162783	ENSMUSG00000056708	Ier5	IER5	1	70.0306	74.3506
ENSG00000134146	ENSMUSG00000057147	Dph6	DPH6	1	87.2659	87.2659
ENSG00000168748	ENSMUSG00000031883	Car7	CA7	1	94.697	94.697
ENSG00000276775	ENSMUSG00000103939	Ighv3-4	IGHV4-4	0	60.6838	60.6838
ENSG00000276775	ENSMUSG00000076676	Ighv12-3	IGHV4-4	0	58.1197	58.1197
ENSG00000276775	ENSMUSG00000076670	Ighv3-5	IGHV4-4	1	60.6838	60.6838
ENSG00000276775	ENSMUSG00000094029	Ighv3-3	IGHV4-4	0	63.2479	63.7931
ENSG00000276775	ENSMUSG00000076672	Ighv3-6	IGHV4-4	0	64.1026	64.6552
ENSG00000276775	ENSMUSG00000076674	Ighv3-8	IGHV4-4	0	61.5385	54.9618
ENSG00000276775	ENSMUSG00000093838	Ighv3-1	IGHV4-4	0	62.3932	62.931
ENSG00000138777	ENSMUSG00000028013	Ppa2	PPA2	1	72.4551	73.3333
ENSG00000156504	ENSMUSG00000036022	Fam122b	FAM122B	1	79.3233	82.4219
ENSG00000179242	ENSMUSG00000000305	Cdh4	CDH4	1	92.2489	92.552
ENSG00000104341	ENSMUSG00000022257	Laptm4b	LAPTM4B	1	65.6151	91.63
ENSG00000145687	ENSMUSG00000003992	Ssbp2	SSBP2	1	97.29	99.446
ENSG00000135451	ENSMUSG00000032783	Troap	TROAP	1	51.928	60.479
ENSG00000258677	ENSMUSG00000025939	Ube2w	AC022826.2	1	91.3043	81.6667
ENSG00000176900	ENSMUSG00000045824	Olfr574	OR51T1	1	74.0113	75.7225
ENSG00000174276	ENSMUSG00000075227	Znhit2	ZNHIT2	1	81.3896	82.2055
ENSG00000065883	ENSMUSG00000041297	Cdk13	CDK13	1	95.3042	95.3673
ENSG00000116218	ENSMUSG00000026602	Nphs2	NPHS2	1	86.423	85.974
ENSG00000160445	ENSMUSG00000039686	Zer1	ZER1	1	96.2141	94.6085
ENSG00000079335	ENSMUSG00000033502	Cdc14a	CDC14A	1	82.183	84.9088
ENSG00000198382	ENSMUSG00000035354	Uvrag	UVRAG	1	88.269	88.3954
ENSG00000099783	ENSMUSG00000059208	Hnrnpm	HNRNPM	1	97.5342	97.668
ENSG00000035681	ENSMUSG00000028245	Nsmaf	NSMAF	1	87.4473	90.1087
ENSG00000162004	ENSMUSG00000071202	Ccdc78	CCDC78	0	47.032	47.1396
ENSG00000112782	ENSMUSG00000023959	Clic5	CLIC5	1	56.3415	92.0319
ENSG00000109163	ENSMUSG00000029255	Gnrhr	GNRHR	1	89.3293	89.6024
ENSG00000154783	ENSMUSG00000034037	Fgd5	FGD5	1	72.1614	69.683
ENSG00000164744	ENSMUSG00000040985	Sun3	SUN3	1	72.2689	80.625
ENSG00000145494	ENSMUSG00000021606	Ndufs6	NDUFS6	1	76.6129	81.8966
ENSG00000156050	ENSMUSG00000021234	Fam161b	FAM161B	1	64.507	77.7589
ENSG00000127870	ENSMUSG00000029634	Rnf6	RNF6	1	72.9927	74.9625
ENSG00000007350	ENSMUSG00000031397	Tktl1	TKTL1	1	69.9664	70.084
ENSG00000183421	ENSMUSG00000005251	Ripk4	RIPK4	1	90.5612	90.3308
ENSG00000178385	ENSMUSG00000051344	Plekhm3	PLEKHM3	1	91.8528	91.8528
ENSG00000171219	ENSMUSG00000024769	Cdc42bpg	CDC42BPG	1	85.0419	85.0419
ENSG00000157625	ENSMUSG00000035476	Tab3	TAB3	1	95.0843	94.5531
ENSG00000065548	ENSMUSG00000027091	Zc3h15	ZC3H15	1	95.3052	95.3052
ENSG00000100271	ENSMUSG00000022442	Ttll1	TTLL1	1	96.9267	96.9267
ENSG00000183688	ENSMUSG00000020846	Rflnb	RFLNB	1	82.6389	55.0926
ENSG00000149257	ENSMUSG00000070436	Serpinh1	SERPINH1	1	94.7368	94.964
ENSG00000116604	ENSMUSG00000001419	Mef2d	MEF2D	1	94.8177	96.1089
ENSG00000146574	ENSMUSG00000029617	Ccz1	CCZ1B	1	95.8506	96.25
ENSG00000154529	ENSMUSG00000033063	Cntnap3	CNTNAP3B	1	73.6025	73.6597
ENSG00000154832	ENSMUSG00000024560	Cxxc1	CXXC1	1	95.7576	95.7576
ENSG00000132386	ENSMUSG00000000753	Serpinf1	SERPINF1	1	85.8852	86.0911
ENSG00000076924	ENSMUSG00000019470	Xab2	XAB2	1	98.8304	98.8304
ENSG00000155629	ENSMUSG00000025017	Pik3ap1	PIK3AP1	1	84.7205	84.0937
ENSG00000076826	ENSMUSG00000044433	Camsap3	CAMSAP3	1	90.7523	90.5395
ENSG00000198185	ENSMUSG00000017667	Zfp334	ZNF334	1	69.5588	69.6613
ENSG00000236609	ENSMUSG00000093910	Zfp853	ZNF853	1	73.8998	66.4393
ENSG00000124469	ENSMUSG00000054385	Ceacam2	CEACAM8	0	51.5759	34.6154
ENSG00000124469	ENSMUSG00000054169	Ceacam10	CEACAM8	0	24.3553	32.0755
ENSG00000124469	ENSMUSG00000074272	Ceacam1	CEACAM8	0	54.1547	36.2764
ENSG00000142459	ENSMUSG00000011832	Evi5l	EVI5L	1	97.6398	96.679
ENSG00000237651	ENSMUSG00000020286	1700093K21Rik	C2orf74	0	57.3913	33.6735
ENSG00000058335	ENSMUSG00000032356	Rasgrf1	RASGRF1	1	83.5821	84.3106
ENSG00000109182	ENSMUSG00000029154	Cwh43	CWH43	1	82.9757	82.9757
ENSG00000129646	ENSMUSG00000070331	Qrich2	QRICH2	0	24.6542	69.2568
ENSG00000141316	ENSMUSG00000053184	Spaca3	SPACA3	1	56.2791	74.2331
ENSG00000120696	ENSMUSG00000043881	Kbtbd7	KBTBD7	1	94.5906	93.7681
ENSG00000167900	ENSMUSG00000025574	Tk1	TK1	1	86.3248	86.6953
ENSG00000119638	ENSMUSG00000034290	Nek9	NEK9	1	95.6078	95.1219
ENSG00000176731	ENSMUSG00000078784	1810022K09Rik	C8orf59	1	77	55.3957
ENSG00000138594	ENSMUSG00000058587	Tmod3	TMOD3	1	90.0568	90.0568
ENSG00000114395	ENSMUSG00000037190	Cyb561d2	CYB561D2	1	95.4955	95.4955
ENSG00000135999	ENSMUSG00000069495	Epc2	EPC2	1	96.9021	96.7822
ENSG00000171501	ENSMUSG00000055088	Olfr354	OR1N2	1	84.5455	88.0126
ENSG00000239590	ENSMUSG00000050015	Olfr350	OR1J4	1	79.2332	79.4872
ENSG00000189186	ENSMUSG00000035395	Pet2	DCAF8L2	0	53.7242	45.3815
ENSG00000185262	ENSMUSG00000050628	Ubald2	UBALD2	1	89.0244	89.0244
ENSG00000072786	ENSMUSG00000020272	Stk10	STK10	1	88.0165	88.1988
ENSG00000204421	ENSMUSG00000092586	Ly6g6c	LY6G6C	1	84.8	84.127
ENSG00000115850	ENSMUSG00000026354	Lct	LCT	1	79.917	79.7514
ENSG00000145247	ENSMUSG00000029153	Ociad2	OCIAD2	1	84.4156	84.4156
ENSG00000167536	ENSMUSG00000020834	Dhrs13	DHRS13	1	84.0849	84.3085
ENSG00000139988	ENSMUSG00000021123	Rdh12	RDH12	1	86.3924	86.3924
